0.316,0,0,0.6,-0.104675,-0.0788899,0.137167,0,0,0,-0.00555072,0.0398767,0.606548,0.484065,0.208984,-0.850107,0,0.210626,0.290564,-0.0233121,0.0540335,0,-0.0272235,0.0575732,-0.00442137,-0.13802,0.0561055,0.0246783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.531404,0.711196,0.656659,0.530606
0.348,0,0,0.6,-0.104675,-0.0788899,0.137167,0,0,0,0.00129403,0.0454661,0.604192,0.457812,0.18231,-0.925358,0,0.230306,-0.593172,-0.0205127,0.0515409,0,-0.0321471,0.05913,-0.00375826,-0.106157,0.0324095,0.0178411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.547331,0.739413,0.574632,0.526043
0.384,0,0,0.6,-0.1017,-0.0755325,0.177266,0,0,0,0.00977455,0.0541281,0.572494,0.413486,0.124367,-0.849524,0,0.181637,-1.14956,-0.0138793,0.0461643,0,-0.0323025,0.0596463,-0.00311235,0.0758314,-0.00535456,0.0145362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.576236,0.809261,0.60026,0.530338
0.416,0,0,0.6,-0.100307,-0.0736371,0.194844,0,0,0,0.0152622,0.0603667,0.533727,0.387667,0.085985,-0.678439,0,0.144886,-1.35564,-0.00941779,0.0424746,0,-0.0292458,0.0592873,-0.00281358,0.150813,-0.0225846,0.0107331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.59511,0.864416,0.712361,0.540359
0.448,0,0,0.6,-0.100307,-0.0736371,0.194844,0,0,0,0.0207615,0.0638851,0.496983,0.367398,0.0701544,-0.568673,0,0.124155,-1.26539,-0.00759344,0.0397781,0,-0.0237508,0.058043,-0.00231752,0.128376,-0.050979,0.0121667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.61111,0.890413,0.792996,0.546792
0.484,0,0,0.6,-0.0970414,-0.0725466,0.209918,0,0,0,0.0277679,0.0676596,0.450433,0.328132,0.0472044,-0.405625,0,0.0855227,-0.919783,-0.00502165,0.0349143,0,-0.0200224,0.0552817,-0.00180404,0.0535781,-0.0741238,0.00729954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.643423,0.929425,0.995862,0.55634
0.516,0,0,0.6,-0.0896856,-0.068988,0.244127,0,0,0,0.0326472,0.0704798,0.420588,0.280505,0.0165013,-0.279601,0,0.117568,-0.805032,-0.00173251,0.029455,0,-0.0193227,0.0540516,-0.00164131,0.043419,-0.0835466,0.00908651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.686668,0.986899,0.838678,0.563698
0.548,0,0,0.6,-0.0896856,-0.068988,0.244127,0,0,0,0.0368619,0.0723135,0.399755,0.265134,0.00786301,-0.239392,0,0.057585,-0.58285,-0.000822122,0.0277249,0,-0.0167114,0.0502208,-0.00110131,0.074976,-0.0913021,0.00850399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.702943,0.995689,0.818092,0.56605
0.584,0,0,0.6,-0.0828773,-0.0650937,0.272102,0,0,0,0.0430581,0.0745482,0.380386,0.213865,-0.0217938,-0.204874,0,0.0353142,-0.280326,0.00227077,0.0222853,0,-0.0127845,0.0463756,-0.000799713,0.10778,-0.102671,0.00357025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.758407,0.939209,0.801091,0.568017
0.616,0,0,0.6,-0.0799201,-0.0630842,0.284361,0,0,0,0.0466647,0.0753363,0.370964,0.18798,-0.0352829,-0.177866,0,-0.0134148,-0.220245,0.00366613,0.0195338,0,-0.0107313,0.0441998,-0.000719065,0.101071,-0.111022,0.00304822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.789862,0.915427,0.788182,0.569586
0.648,0,0,0.6,-0.0799201,-0.0630842,0.284361,0,0,0,0.0489186,0.0749018,0.365233,0.179545,-0.032608,-0.210411,0,0.0169205,-0.14264,0.00339975,0.0187207,0,-0.00774338,0.0400406,-0.000462698,0.0512468,-0.0974313,0.00373619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.801274,0.918936,0.85196,0.56765
0.684,0,0,0.6,-0.0772174,-0.0613339,0.294847,0,0,0,0.0508629,0.0744588,0.359208,0.161668,-0.0392322,-0.243355,0,-0.0442044,-0.140641,0.00410462,0.0169152,0,-0.00602543,0.0362674,-0.000243494,0.0520656,-0.111985,0.0056176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.825876,0.907882,0.924554,0.565683
0.716,0,0,0.6,-0.0736269,-0.0587666,0.309496,0,0,0,0.0509825,0.0728834,0.354453,0.147381,-0.04412,-0.243825,0,-0.0271338,-0.183125,0.00461633,0.0154214,0,-0.00470627,0.0335666,-7.20814e-05,0.0580225,-0.111915,0.00649369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.846629,0.899269,0.945851,0.565643
0.748,0,0,0.6,-0.0686075,-0.0549332,0.330959,0,0,0,0.050023,0.0716565,0.349091,0.131775,-0.0572924,-0.277269,0,-0.0646974,-0.165606,0.00601574,0.0138371,0,-0.00254369,0.0298291,0.000122151,0.0574227,-0.0993515,0.00356987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.870568,0.878294,0.969676,0.563654
0.784,0,0,0.6,-0.0655796,-0.0524357,0.34477,0,0,0,0.047676,0.0687048,0.340049,0.129794,-0.0553794,-0.294052,0,-0.0984775,-0.201949,0.00582516,0.0136532,0,-0.000397532,0.0261621,0.000285301,0.0394027,-0.0722112,0.00246112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.874716,0.880895,0.92211,0.562659
0.816,0,0,0.6,-0.0634174,-0.0504797,0.355572,0,0,0,0.04471,0.0661595,0.332267,0.133642,-0.0526252,-0.282611,0,-0.113525,-0.287197,0.00552878,0.0140409,0,0.000153304,0.0250689,0.00031299,0.0325488,-0.0666198,0.00183619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.869823,0.884694,0.926127,0.563338
0.848,0,0,0.6,-0.0634174,-0.0504797,0.355572,0,0,0,0.0421442,0.0632933,0.324977,0.144294,-0.0385016,-0.303695,0,-0.107693,-0.318704,0.00405389,0.0151935,0,0.00139838,0.0222505,0.000474987,0.0260316,-0.0645966,0.00316404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.854565,0.906768,0.87736,0.562096
0.884,0,0,0.6,-0.0603702,-0.0487172,0.365136,0,0,0,0.0363388,0.0585505,0.312974,0.156017,-0.0243361,-0.302479,0,-0.138853,-0.307125,0.00256201,0.0164256,0,0.00234554,0.0203052,0.000547221,0.0259708,-0.046491,-0.00071548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.83875,0.930308,0.866139,0.562176
0.916,0,0,0.6,-0.0566595,-0.0463249,0.378324,0,0,0,0.0317993,0.054213,0.302793,0.159552,-0.0151256,-0.275825,0,-0.162817,-0.363015,0.0015879,0.0167508,0,0.00288811,0.0193242,0.000530236,0.018733,-0.0380016,-0.000565551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.834111,0.945899,0.895409,0.563755
0.948,0,0,0.6,-0.0520775,-0.0431088,0.396998,0,0,0,0.0271094,0.0506838,0.293375,0.160202,-0.0138127,-0.287975,0,-0.113929,-0.326395,0.00145192,0.0168404,0,0.00311687,0.0183644,0.000542582,-0.00547078,-0.0140366,-0.00168496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.833511,0.947439,0.86475,0.563037
0.984,0,0,0.6,-0.0520775,-0.0431088,0.396998,0,0,0,0.0204746,0.0455114,0.279935,0.187088,0.0111092,-0.271369,0,-0.10138,-0.311022,-0.00116565,0.0196318,0,0.00248814,0.0180347,0.000530581,-0.0201203,-0.00429693,-0.00127874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.798197,0.994212,0.879219,0.564048
1.016,0,0,0.6,-0.0481392,-0.0398059,0.417439,0,0,0,0.0153821,0.0421105,0.270209,0.192085,0.0109664,-0.243207,0,-0.135255,-0.305072,-0.00114726,0.0200966,0,0.00212472,0.0180048,0.000522551,-0.0175547,-0.000780692,-0.0007867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.792357,0.993836,0.914074,0.565721
1.048,0,0,0.6,-0.0469272,-0.0386738,0.424909,0,0,0,0.0106447,0.0387666,0.262204,0.206456,0.0216271,-0.253635,0,-0.114625,-0.263055,-0.00226495,0.0216233,0,0.00174922,0.018054,0.000471164,-0.0103808,0.00495627,-0.00407175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.775038,0.985632,0.887184,0.565122
1.084,0,0,0.6,-0.0469272,-0.0386738,0.424909,0,0,0,0.00357506,0.0351139,0.252001,0.235148,0.0393145,-0.24895,0,-0.115317,-0.238514,-0.00411498,0.0246152,0,0.00103446,0.0185465,0.000352346,-0.0200596,0.0148688,-0.00239667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.742491,0.952704,0.885576,0.565442
1.116,0,0,0.6,-0.045671,-0.0371941,0.435205,0,0,0,-0.00171054,0.0318639,0.244094,0.251559,0.0477046,-0.230814,0,-0.0735996,-0.256977,-0.00498347,0.0262823,0,0.00069401,0.0188399,0.000377615,-0.0237661,0.0211213,-1.70691e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.725136,0.938044,0.906368,0.566542
1.148,0,0,0.6,-0.0450133,-0.0361193,0.44305,0,0,0,-0.00607853,0.0293641,0.237785,0.266544,0.0542942,-0.245503,0,-0.102728,-0.241096,-0.0056803,0.02789,0,-0.000380269,0.0199654,0.000303217,-0.0270251,0.0301344,-0.00177986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.709857,0.926528,0.87509,0.565699
1.184,0,0,0.6,-0.0443315,-0.0341267,0.459107,0,0,0,-0.0120273,0.025548,0.228907,0.28781,0.0628271,-0.243117,0,-0.0798308,-0.182547,-0.00657094,0.0301064,0,-0.00148611,0.0212337,0.000268982,-0.0284077,0.0376105,-0.00223804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.689241,0.912404,0.871454,0.56588
1.216,0,0,0.6,-0.0443315,-0.0341267,0.459107,0,0,0,-0.0160937,0.0230863,0.222976,0.304005,0.0747481,-0.230513,0,-0.0885061,-0.160238,-0.00780699,0.0317575,0,-0.00196015,0.021886,0.000222341,-0.0309102,0.0427281,-0.000750004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.674126,0.893146,0.88451,0.56666
1.248,0,0,0.6,-0.0421736,-0.0322398,0.472345,0,0,0,-0.0182182,0.0218363,0.217651,0.304014,0.0714811,-0.246128,0,-0.0324884,-0.158752,-0.00747797,0.0318103,0,-0.00299806,0.023637,0.000187286,-0.024187,0.0460703,-3.06752e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.674248,0.898658,0.855106,0.565735
1.284,0,0,0.6,-0.0397786,-0.0308427,0.480673,0,0,0,-0.0211711,0.0201071,0.210764,0.306515,0.0727244,-0.249383,0,-0.0258525,-0.149505,-0.00761056,0.0320827,0,-0.00402744,0.0258022,0.000198749,-0.0212276,0.0493477,0.000932722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.672225,0.89654,0.845071,0.565548
1.316,0,0,0.6,-0.0397786,-0.0308427,0.480673,0,0,0,-0.0225822,0.0188488,0.205358,0.312075,0.0787116,-0.240051,0,-0.0675488,-0.167458,-0.00822891,0.0326324,0,-0.00445158,0.026795,0.000200764,-0.0214589,0.0488886,-0.000443942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.667162,0.886935,0.853652,0.566113
1.348,0,0,0.6,-0.0383584,-0.0298375,0.486895,0,0,0,-0.0235629,0.0178216,0.200246,0.310462,0.0787838,-0.247223,0,-0.0183579,-0.240435,-0.00824268,0.0324882,0,-0.00537766,0.0284627,0.000192051,-0.0219034,0.0360493,0.00187549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.66873,0.887085,0.838669,0.565686
1.384,0,0,0.6,-0.0370946,-0.028974,0.492196,0,0,0,-0.0246529,0.0168744,0.191811,0.309939,0.0789853,-0.243213,0,-0.0326045,-0.191239,-0.0082603,0.03242,0,-0.00605615,0.0297275,0.000169883,-0.0146403,0.0257949,-0.000664409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.669353,0.886725,0.839357,0.565922
1.416,0,0,0.6,-0.0358032,-0.0278511,0.499539,0,0,0,-0.0247305,0.0162724,0.185823,0.305133,0.0763284,-0.226368,0,-0.0143788,-0.175527,-0.00796856,0.0318614,0,-0.00631877,0.030266,0.000141264,-0.013197,0.0253314,0.000125502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.673732,0.89103,0.859178,0.566908
1.448,0,0,0.6,-0.0344478,-0.026303,0.510046,0,0,0,-0.0252512,0.016008,0.180417,0.30178,0.0698517,-0.232505,0,-0.0681159,-0.173849,-0.00729718,0.0315318,0,-0.00669032,0.0310868,0.000174205,-0.0104836,0.0215491,0.00176952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.676777,0.901427,0.846023,0.566536
1.484,0,0,0.6,-0.0344478,-0.026303,0.510046,0,0,0,-0.0260727,0.0154879,0.173691,0.305193,0.0725933,-0.232371,0,-0.0321823,-0.134491,-0.00758339,0.0318877,0,-0.00716292,0.0317644,0.000144284,-0.0075378,0.0115197,-0.00106574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.67378,0.897387,0.842154,0.566552
1.516,0,0,0.6,-0.0337,-0.0246373,0.521803,0,0,0,-0.0265019,0.0143974,0.168745,0.303947,0.0695999,-0.221101,0,-0.0344322,-0.160513,-0.00726218,0.0317203,0,-0.00727079,0.0319226,0.000117548,-0.00456843,0.00374123,-0.00196445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.674939,0.902398,0.854733,0.567215
1.548,0,0,0.6,-0.0335158,-0.0240312,0.526147,0,0,0,-0.0262913,0.0138589,0.164268,0.302582,0.0692646,-0.227074,0,-0.0414742,-0.179505,-0.00723173,0.0315976,0,-0.00726031,0.032009,7.2888e-05,0.00328538,0.00355852,0.000544749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.676381,0.903124,0.842477,0.566859
1.584,0,0,0.6,-0.0334993,-0.0232356,0.532192,0,0,0,-0.026323,0.0130962,0.157584,0.30264,0.0690817,-0.222433,0,-0.00787061,-0.110649,-0.00720914,0.0315883,0,-0.00723283,0.0321259,-1.23272e-05,-0.00133311,0.00170225,-0.00338486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.676325,0.903642,0.845448,0.567133
1.616,0,0,0.6,-0.0334993,-0.0232356,0.532192,0,0,0,-0.0271843,0.0125381,0.153008,0.306272,0.0717536,-0.213313,0,-0.0181547,-0.167852,-0.00748076,0.0319368,0,-0.00725555,0.0321109,-1.00243e-05,-0.00157122,-0.00378536,0.000400924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.673188,0.899289,0.855524,0.567681
1.648,0,0,0.6,-0.0336735,-0.0226542,0.536851,0,0,0,-0.0261355,0.0125733,0.14915,0.302793,0.068719,-0.222556,0,-0.0174337,-0.148134,-0.00717138,0.0316047,0,-0.00728207,0.0321102,-9.18307e-06,-0.000766844,0.000689167,-0.000875605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.676374,0.904291,0.839036,0.567126
1.688,0,0,0.6,-0.028522,-0.0211808,0.547708,0,0,0,-0.0251048,0.0123434,0.143629,0.278109,0.0624852,-0.228868,0,-0.0392611,-0.124828,-0.00652566,0.0290489,0,-0.00728881,0.0322236,-2.5048e-05,-0.00301477,0.00205274,0.000708682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.699783,0.914652,0.827242,0.566706
1.716,0,0,0.6,-0.028522,-0.0211808,0.547708,0,0,0,-0.0247941,0.0119528,0.139816,0.276949,0.0644321,-0.223553,0,-0.0111975,-0.109892,-0.00672528,0.0289118,0,-0.00732433,0.0322468,-5.02381e-05,-0.00198481,-0.00029815,-0.00193679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.701002,0.911526,0.831786,0.567019
1.748,0,0,0.6,-0.0248465,-0.01981,0.558265,0,0,0,-0.0239224,0.011596,0.134717,0.258788,0.0593285,-0.222225,0,0.0211742,-0.160924,-0.00619205,0.027013,0,-0.00730117,0.0321686,-0.000102017,0.00257219,-0.00441618,-0.00151506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.719346,0.920151,0.831062,0.567066
1.784,0,0,0.6,-0.0235369,-0.0192958,0.562114,0,0,0,-0.0231003,0.0113405,0.130713,0.250289,0.0579311,-0.231131,0,-0.019853,-0.14706,-0.00605198,0.0261506,0,-0.0070736,0.0317719,-0.000129748,0.00635229,-0.0151792,-0.00124761,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.72828,0.922434,0.816427,0.566525
1.816,0,0,0.6,-0.0235369,-0.0192958,0.562114,0,0,0,-0.0228709,0.0110727,0.126545,0.249357,0.0591931,-0.21929,0,-0.0231425,-0.132175,-0.00617619,0.0260211,0,-0.00697016,0.0315118,-0.000161088,0.00587579,-0.0183001,-0.00208428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.729255,0.920252,0.829989,0.567224
1.848,0,0,0.6,-0.0224952,-0.0187606,0.566332,0,0,0,-0.0214471,0.0107874,0.121063,0.239572,0.0578919,-0.226253,0,-0.025015,-0.142853,-0.00604498,0.0250186,0,-0.00680033,0.0305265,-0.000261115,0.00355,-0.0235946,-0.00166269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.739897,0.92247,0.818194,0.566797
1.884,0,0,0.6,-0.0188134,-0.0171965,0.572683,0,0,0,-0.0209932,0.0111527,0.118092,0.223035,0.0483419,-0.240279,0,-0.0266322,-0.103274,-0.00505541,0.0233265,0,-0.00679087,0.0295563,-0.00032714,0.00102348,-0.0276094,-0.00105743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.758465,0.939056,0.79765,0.565941
1.916,0,0,0.6,-0.0142713,-0.0150883,0.581707,0,0,0,-0.0211986,0.0108867,0.114645,0.205711,0.0391178,-0.237174,0,0.0254224,-0.130526,-0.00408965,0.0215083,0,-0.00675767,0.0290256,-0.000348713,0.00266477,-0.0254472,-0.000272743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.778962,0.955684,0.799621,0.566099
1.948,0,0,0.6,-0.0142713,-0.0150883,0.581707,0,0,0,-0.0218411,0.0107984,0.111769,0.208325,0.0394868,-0.246898,0,-0.0185259,-0.147385,-0.00413239,0.0218036,0,-0.00660307,0.028125,-0.000416584,0.00593656,-0.0210562,-0.00100827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.775856,0.95491,0.785556,0.565527
1.984,0,0,0.6,-0.0103187,-0.0129617,0.590837,0,0,0,-0.0234462,0.0103512,0.106703,0.199039,0.0309708,-0.246107,0,-0.0183321,-0.132712,-0.00324098,0.0208302,0,-0.00611203,0.0269654,-0.000384465,0.0148562,-0.0335445,0.004288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.787328,0.970643,0.784716,0.56556
2.016,0,0,0.6,-0.00911327,-0.0121225,0.594614,0,0,0,-0.0244809,0.00959483,0.102378,0.198429,0.0303808,-0.238955,0,-0.0499081,-0.129401,-0.00317687,0.0207509,0,-0.00581201,0.0263117,-0.000336789,0.0144486,-0.0329333,0.00393827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.788175,0.971709,0.791872,0.565982
2.048,0,0,0.6,-0.00911327,-0.0121225,0.594614,0,0,0,-0.0253789,0.00909849,0.0984348,0.202021,0.0327998,-0.238684,0,-0.0398432,-0.16485,-0.00342969,0.0211259,0,-0.00524638,0.0252193,-0.000305067,0.0151057,-0.0312459,-0.000834612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.783738,0.96723,0.79053,0.566003
2.084,0,0,0.6,-0.00802496,-0.011386,0.597835,0,0,0,-0.0281435,0.00859797,0.0928459,0.208794,0.0315604,-0.230473,0,-0.0283282,-0.176648,-0.00329721,0.0218152,0,-0.00475841,0.0241516,-0.000282967,0.00582539,-0.0200554,0.00062527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.775586,0.969632,0.799156,0.566498
2.116,0,0,0.6,-0.00654943,-0.00980911,0.605478,0,0,0,-0.030412,0.00769835,0.0879307,0.21203,0.0280085,-0.220482,0,-0.0354122,-0.156458,-0.00292306,0.0221301,0,-0.00470133,0.023848,-0.000337117,0.00190504,-0.0149219,-0.00422059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.771789,0.976384,0.810284,0.567092
2.148,0,0,0.6,-0.00619382,-0.00925042,0.60814,0,0,0,-0.0328039,0.00663677,0.0840208,0.220267,0.0303253,-0.215339,0,-0.0402959,-0.0816395,-0.00316309,0.0229772,0,-0.00451593,0.023342,-0.000292456,0.00899417,-0.011984,0.000325842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.762206,0.972014,0.815262,0.567408
2.184,0,0,0.6,-0.00613275,-0.00858396,0.611675,0,0,0,-0.0364684,0.00518335,0.0792493,0.234682,0.0339857,-0.211208,0,-0.0565313,-0.0550617,-0.00354324,0.0244698,0,-0.00420421,0.0230121,-0.000227175,0.00809645,-0.00454881,0.00140914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.745818,0.965177,0.81914,0.567673
2.216,0,0,0.6,-0.00640187,-0.00815272,0.614226,0,0,0,-0.0390593,0.00360573,0.075934,0.246118,0.0394393,-0.199217,0,-0.0531493,-0.119487,-0.00410655,0.0256295,0,-0.00407366,0.0229601,-0.000209719,0.0044599,-0.00216273,0.0025976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.733305,0.95519,0.834052,0.568401
2.248,0,0,0.6,-0.00640187,-0.00815272,0.614226,0,0,0,-0.0403419,0.00333137,0.073062,0.251231,0.0407987,-0.204335,0,-0.0884299,-0.0947853,-0.0042503,0.0261758,0,-0.00389463,0.0230898,-0.000240793,0.00472507,0.0084874,0.000318251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.727828,0.952793,0.825494,0.568106
2.284,0,0,0.6,-0.00478342,-0.00667081,0.617064,0,0,0,-0.0428605,0.00154198,0.068729,0.25484,0.0420764,-0.202448,0,-0.0390572,-0.0621938,-0.0043825,0.0265463,0,-0.00387757,0.0234663,-0.000248155,0.000494889,0.0125534,-0.000646925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.724034,0.950656,0.826584,0.568224
2.316,0,0,0.6,-0.00322968,-0.00491565,0.620691,0,0,0,-0.0446967,0.00120431,0.0667448,0.25594,0.034969,-0.196934,0,-0.0386092,-0.0813923,-0.00364014,0.0266456,0,-0.00396135,0.0238464,-0.000237668,-0.00435115,0.0173471,7.96326e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.722851,0.963767,0.832813,0.56855
2.348,0,0,0.6,-0.00184376,-0.00271112,0.62571,0,0,0,-0.0459292,-1.34454e-05,0.0651345,0.255282,0.0298073,-0.208234,0,-0.0704116,-0.0909746,-0.00310649,0.0266084,0,-0.00415422,0.0245564,-0.000229304,-0.0027878,0.0166518,0.00386146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.723493,0.973482,0.816132,0.56788
